! Caption record:
SDSS APO 2.5m Pointing Data 2015-06-04T03:17:57.2
! Option record: ALTAZ followed by rotator code, if applicable
: ALTAZ
! Run parameters: telescope latitude deg min sec
32 46 49.3
! Pointing data (TPOINT format #4):
!
! All angles are in degrees
! Azimuth uses the convention: N=0, E=90 (unlike the TCC, which uses S=0, E=90)
!
!  Desired Phys            Actual Mount          Rot Phys
! Az          Alt         Az          Alt
-115.745091   24.614402 -115.725169   24.661874 -130.02774  ! entry 1 star 1 pt ref 4892-00701-1
-131.123357   43.415668 -131.104499   43.449742 -140.31032  ! entry 2 star 2 pt ref 4914-01062-1
-149.631041   59.591616 -149.614016   59.615424 -154.31829  ! entry 3 star 3 pt ref 0287-01009-1
-159.807493   25.752802 -159.788203   25.798881 -160.33534  ! entry 4 star 4 pt ref 6677-00786-1
-168.454566   79.588065 -168.453050   79.598878 -169.10471  ! entry 5 star 5 pt ref 1993-02855-1
 155.629217   24.279799 -204.351008   24.327030  157.20721  ! entry 6 star 6 pt ref 6759-00829-1
 167.707190   42.641010 -192.274492   42.674628  169.80816  ! entry 7 star 7 pt ref 5559-01341-1
 119.310942   61.665733 -240.670708   61.685599  130.63568  ! entry 8 star 8 pt ref 1485-00540-1
 110.348728   25.671194 -249.631292   25.714523  128.39185  ! entry 9 star 9 pt ref 5064-01337-1
 107.079704   44.023148 -252.901188   44.053783  125.37468  ! entry 10 star 10 pt ref 0954-01024-1
  64.082936   24.858314   64.105530   24.901786  114.49038  ! entry 11 star 11 pt ref 2645-00212-1
  46.010630   42.645465   46.031910   42.676147   90.79438  ! entry 12 star 12 pt ref 3888-01886-1
  27.735174   62.210363   27.757123   62.228207   44.44882  ! entry 13 star 13 pt ref 3864-00747-1
  20.563433   25.347678   20.583789   25.390465  117.90158  ! entry 14 star 14 pt ref 4451-01238-1
   8.111420   80.645727    8.131955   80.653270    9.62414  ! entry 15 star 15 pt ref 3028-01186-1
 -25.979438   25.296559  -25.959260   25.341337 -114.16854  ! entry 16 star 16 pt ref 4109-00777-1
 -13.288820   42.625605  -13.267621   42.657243  -50.90057  ! entry 17 star 17 pt ref 4542-02796-1
 -59.611611   61.479062  -59.589848   61.499471  -80.61444  ! entry 18 star 18 pt ref 3012-01705-1
 -69.290336   23.065836  -69.268179   23.112822 -115.56308  ! entry 19 star 19 pt ref 1939-00014-1
 -74.439924   42.686440  -74.417273   42.720307 -106.49959  ! entry 20 star 20 pt ref 2501-00350-1
