! Caption record:
SDSS APO 2.5m Pointing Data 2015-08-19T10:43:37.1
! Option record: ALTAZ followed by rotator code, if applicable
: ALTAZ
! Run parameters: telescope latitude deg min sec
32 46 49.3
! Pointing data (TPOINT format #4):
!
! All angles are in degrees
! Azimuth uses the convention: N=0, E=90 (unlike the TCC, which uses S=0, E=90)
!
!  Desired Phys            Actual Mount          Rot Phys
! Az          Alt         Az          Alt
-115.112274   25.157432 -115.091158   25.209797 -130.39441  ! entry 1 star 1 pt ref 5218-00329-1
-134.137069   44.051715 -134.116457   44.091935 -143.16360  ! entry 2 star 2 pt ref 5247-00015-1
-149.784336   61.307892 -149.766105   61.336934 -155.10380  ! entry 3 star 3 pt ref 0016-00392-1
-159.008245   24.800332 -158.989303   24.853169 -160.17098  ! entry 4 star 4 pt ref 6418-00421-1
-167.623867   77.510611 -167.595312   77.529239 -169.26340  ! entry 5 star 5 pt ref 1203-01939-1
 156.173172   25.461131 -203.811626   25.511023  157.04737  ! entry 6 star 6 pt ref 6445-00418-1
 166.887738   44.329859 -193.098226   44.367954  168.36058  ! entry 7 star 7 pt ref 5283-01183-1
 117.372204   61.237888 -242.616649   61.261676  128.34525  ! entry 8 star 8 pt ref 1233-00299-1
 110.304277   24.784156 -249.681035   24.832073  127.44694  ! entry 9 star 9 pt ref 4770-00467-1
 107.422833   44.345812 -252.563496   44.380250  124.64383  ! entry 10 star 10 pt ref 0690-01256-1
  65.128884   25.542759   65.145350   25.588447  113.33958  ! entry 11 star 11 pt ref 2441-00403-1
  46.843218   43.637875   46.858826   43.668594   89.08251  ! entry 12 star 12 pt ref 3372-00860-1
  28.773756   61.022762   28.790664   61.040051   46.18378  ! entry 13 star 13 pt ref 3707-00511-1
  20.387102   25.051287   20.401620   25.097251  117.70386  ! entry 14 star 14 pt ref 4378-01616-1
   8.960038   79.729962    8.989250   79.736232    9.91932  ! entry 15 star 15 pt ref 2824-01519-1
 -24.517897   24.802637  -24.496402   24.852356 -116.18984  ! entry 16 star 16 pt ref 4228-00287-1
 -13.048653   42.904263  -13.023692   42.936530  -50.00569  ! entry 17 star 17 pt ref 4601-03271-1
 -61.829087   61.305797  -61.798184   61.330298  -83.52706  ! entry 18 star 18 pt ref 3239-00309-1
! -69.731313   24.819067  -69.738685   24.876664 -115.33541  ! entry 19 star 19 pt ref 2182-01316-1
! -72.874486   43.322631  -72.859481   43.359868 -105.88254  ! entry 20 star 20 pt ref 2724-00132-1
