! Caption record:
SDSS APO 2.5m Pointing Data 2015-08-20T07:33:22.6
! Option record: ALTAZ followed by rotator code, if applicable
: ALTAZ
! Run parameters: telescope latitude deg min sec
32 46 49.3
! Pointing data (TPOINT format #4):
!
! All angles are in degrees
! Azimuth uses the convention: N=0, E=90 (unlike the TCC, which uses S=0, E=90)
!
!  Desired Phys            Actual Mount          Rot Phys
! Az          Alt         Az          Alt
-115.703432   26.733530  244.317136   26.781084 -130.51232  ! entry 1 star 1 pt ref 5122-01426-1
-127.916081   39.573462  232.103346   39.612217 -138.38883  ! entry 2 star 2 pt ref 5151-01940-1
-147.803759   60.439410  212.214498   60.464731 -153.21848  ! entry 3 star 3 pt ref 0541-01932-1
-160.918844   22.106764  199.100389   22.156836 -161.05339  ! entry 4 star 4 pt ref 7475-01129-1
-176.480853   69.479934  183.540869   69.498773 -177.02944  ! entry 5 star 5 pt ref 1146-01242-1
 157.605810   23.712262  157.624272   23.759788  158.25589  ! entry 6 star 6 pt ref 6418-01221-1
 171.302702   45.303953  171.320233   45.337625  172.46791  ! entry 7 star 7 pt ref 5816-00131-1
 113.552381   56.322219  113.570931   56.347787  126.84044  ! entry 8 star 8 pt ref 1187-01876-1
 109.465581   26.053773  109.485336   26.099135  127.38059  ! entry 9 star 9 pt ref 4691-01115-1
 106.491419   39.541337  106.510502   39.577158  125.09309  ! entry 10 star 10 pt ref 0622-00574-1
  65.436263   25.205320   65.457528   25.250846  113.84820  ! entry 11 star 11 pt ref 2360-01949-1
  49.558603   45.136720   49.579662   45.167815   89.42940  ! entry 12 star 12 pt ref 3302-00908-1
  23.016073   55.892615   23.037707   55.916944   44.17567  ! entry 13 star 13 pt ref 4015-03523-1
  20.005554   22.079005   20.024820   22.125866  125.15129  ! entry 14 star 14 pt ref 4345-02051-1
  12.082919   73.554119   12.115973   73.568086   15.43825  ! entry 15 star 15 pt ref 3626-01877-1
 -24.858257   27.101797  -24.838724   27.147308 -110.74181  ! entry 16 star 16 pt ref 4419-02888-1
 -11.271523   44.981398  -11.251026   45.013465  -39.29879  ! entry 17 star 17 pt ref 4459-00947-1
 -60.470701   64.831807  -60.447345   64.853081  -78.81259  ! entry 18 star 18 pt ref 3174-01146-1
 -70.916084   24.670275  -70.894623   24.717495 -115.38642  ! entry 19 star 19 pt ref 2087-02410-1
 -73.128663   41.699471  -73.105889   41.735587 -106.72994  ! entry 20 star 20 pt ref 2642-02931-1
